               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,             0.01873,           0.0081396,           0.0015303,              0.8787,             0.94336,             0.95013,             0.63255,            0.029982,           0.0064063,          0.00036441,           0.0026245,           0.0026245,           0.0026245
                 151,            0.018156,           0.0079065,           0.0015225,              0.8821,             0.93851,             0.94996,             0.60912,            0.030395,           0.0065701,          0.00035928,            0.002575,            0.002575,            0.002575
                 152,            0.017788,           0.0079614,           0.0014216,             0.88998,             0.90211,             0.94021,             0.64696,             0.02947,           0.0064063,          0.00036371,           0.0025255,           0.0025255,           0.0025255
                 153,            0.018357,           0.0075223,            0.001715,             0.89569,             0.93204,             0.93982,             0.63883,            0.030039,           0.0063318,          0.00035601,            0.002476,            0.002476,            0.002476
                 154,            0.017744,           0.0071922,           0.0020947,             0.88667,              0.9375,             0.94362,             0.64876,            0.029798,           0.0062317,          0.00033835,           0.0024265,           0.0024265,           0.0024265
                 155,            0.017539,           0.0077689,           0.0013661,             0.88985,             0.95833,              0.9535,             0.61841,            0.030797,           0.0064234,          0.00033416,            0.002377,            0.002377,            0.002377
                 156,            0.017069,           0.0072103,           0.0014542,              0.8822,             0.95833,             0.96052,             0.62248,            0.030458,           0.0064501,          0.00033214,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017698,            0.007068,           0.0014719,             0.87994,              0.9434,             0.95313,             0.61825,             0.03019,           0.0064207,          0.00032947,            0.002278,            0.002278,            0.002278
                 158,            0.016568,           0.0070838,           0.0014516,             0.89892,             0.95823,             0.95823,             0.64418,            0.029903,            0.006381,          0.00032605,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017872,           0.0077586,           0.0016938,             0.89791,             0.95833,             0.97178,             0.65635,            0.029628,           0.0063655,           0.0003295,            0.002179,            0.002179,            0.002179
                 160,            0.018177,           0.0079165,           0.0014651,             0.89857,             0.95833,             0.97208,             0.61433,            0.030695,           0.0064432,          0.00031629,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017638,           0.0074311,           0.0014095,              0.9066,             0.96278,              0.9752,             0.59875,            0.030976,           0.0065105,          0.00030261,             0.00208,             0.00208,             0.00208
                 162,            0.017087,           0.0072361,           0.0013453,             0.91011,             0.96339,             0.97323,             0.58609,            0.031553,            0.006594,          0.00029079,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01744,           0.0075701,           0.0015348,             0.90754,             0.95833,              0.9677,             0.60455,            0.030777,           0.0064861,          0.00028786,            0.001981,            0.001981,            0.001981
                 164,             0.01685,           0.0071838,           0.0012454,             0.90255,             0.95833,             0.96911,             0.59457,            0.030774,           0.0064173,          0.00028444,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016495,           0.0075753,          0.00098806,             0.88509,             0.95833,             0.97074,             0.62263,            0.029464,           0.0062139,          0.00028183,            0.001882,            0.001882,            0.001882
                 166,            0.016746,           0.0072993,           0.0016938,             0.90055,             0.95833,             0.96164,             0.63648,            0.029174,           0.0061559,          0.00027484,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017621,           0.0072811,           0.0013627,             0.90563,             0.95833,             0.95741,             0.62155,             0.02994,           0.0063142,          0.00027812,            0.001783,            0.001783,            0.001783
                 168,            0.016798,           0.0073057,           0.0012489,             0.90602,             0.95373,             0.95009,              0.6026,            0.031049,            0.006399,          0.00027702,           0.0017335,           0.0017335,           0.0017335
                 169,            0.016984,           0.0079339,             0.00134,             0.90694,             0.95833,             0.95261,             0.64059,            0.029846,           0.0062288,          0.00027248,            0.001684,            0.001684,            0.001684
                 170,            0.017437,           0.0074262,             0.00127,             0.91499,             0.95833,             0.95255,             0.63328,            0.029916,            0.006293,          0.00026802,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017367,           0.0078307,           0.0011435,             0.88687,             0.94342,             0.94906,             0.62901,            0.030187,           0.0063245,           0.0002611,            0.001585,            0.001585,            0.001585
                 172,            0.017526,           0.0076273,           0.0013252,             0.88658,             0.95088,             0.95247,             0.61983,            0.030659,           0.0063979,          0.00025628,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017166,           0.0072919,           0.0012012,             0.88672,             0.94356,             0.95047,             0.61635,            0.030365,           0.0063028,          0.00025319,            0.001486,            0.001486,            0.001486
